taxonomy_level,cell_set,cell_count,percentage_of_total
cluster,3062 PAG-MRN Tfap2b Glut_1,138,0.004
cluster,4620 CS-RPO Meis2 Gaba_3,138,0.004
cluster,0856 Sst Chodl Gaba_3,138,0.004
cluster,0690 RHP-COA Ndnf Gaba_2,138,0.004
cluster,2575 MM Foxb1 Glut_2,138,0.004
cluster,4090 PB Evx2 Glut_9,138,0.004
cluster,2291 VMH Fezf1 Glut_1,138,0.004
cluster,3220 SCig Foxb1 Glut_1,137,0.004
cluster,1928 DMH Hmx2 Gaba_2,137,0.004
cluster,3133 PAG Pou4f1 Ebf2 Glut_5,137,0.004
cluster,2027 COAa-PAA-MEA Barhl2 Glut_3,137,0.004
cluster,2335 LHA-AHN-PVH Otp Trh Glut_3,137,0.004
cluster,3468 IC Six3 En2 Gaba_1,137,0.004
cluster,0476 L5 NP CTX Glut_5,137,0.004
cluster,2348 AHN-RCH-LHA Otp Fezf1 Glut_2,137,0.004
cluster,1146 LSX Prdm12 Slit2 Gaba_7,137,0.004
cluster,4977 MV Nkx6-1 Gly-Gaba_2,136,0.004
cluster,1433 SI-MPO-LPO Lhx8 Gaba_2,136,0.004
cluster,4053 PB Evx2 Glut_4,136,0.004
cluster,3181 PAG Pou4f2 Mesi2 Glut_2,136,0.004
cluster,4339 PGRN-PARN-MDRN Hoxb5 Glut_2,136,0.004
cluster,1036 NDB-SI-ant Prdm12 Gaba_1,136,0.004
cluster,2569 MM-ant Foxb1 Glut_1,136,0.004
cluster,3819 SCsg Gabrr2 Gaba_3,136,0.004
cluster,4936 MV-SPIV-PRP Dmbx1 Gly-Gaba_1,136,0.004
cluster,0596 OB-STR-CTX Inh IMN_1,136,0.004
cluster,4151 PSV Pvalb Lhx2 Glut_2,136,0.004
cluster,3493 IC Six3 En2 Gaba_4,135,0.004
cluster,0504 DG Glut_1,135,0.004
cluster,2702 RE-Xi Nox4 Glut_3,135,0.004
cluster,1581 RT-ZI Gnb3 Gaba_1,135,0.004
cluster,4001 LDT-PCG Vsx2 Lhx4 Glut_5,135,0.004
cluster,2360 AHN-RCH-LHA Otp Fezf1 Glut_5,135,0.004
cluster,1470 MPO-ADP Lhx8 Gaba_3,135,0.004
cluster,1148 LSX Prdm12 Slit2 Gaba_9,135,0.004
cluster,3172 PAG Pou4f2 Glut_5,135,0.004
cluster,2673 TH Prkcd Grin2c Glut_8,135,0.004
cluster,3347 CUN-PPN Evx2 Meis2 Glut_4,135,0.004
cluster,3624 PRT Tcf7l2 Gaba_4,135,0.004
cluster,3460 PAG-PPN Pax5 Sox21 Gaba_4,134,0.004
cluster,1038 NDB-SI-ant Prdm12 Gaba_2,134,0.004
cluster,2860 PAG-MRN Pou3f1 Glut_1,134,0.004
cluster,3221 SCig Foxb1 Glut_2,134,0.004
cluster,3330 CUN-PPN Evx2 Meis2 Glut_1,134,0.004
cluster,1968 ARH-PVp Tbx3 Gaba_3,134,0.004
cluster,3214 SCig Foxb1 Glut_1,134,0.004
cluster,2324 LHA Pmch Glut_2,134,0.004
cluster,2566 MM-ant Foxb1 Glut_1,134,0.004
cluster,2850 APN C1ql4 Glut_1,134,0.004
cluster,1184 LSX Sall3 Lmo1 Gaba_5,133,0.004
cluster,1162 LSX Prdm12 Zeb2 Gaba_3,133,0.004
cluster,1429 SI-MPO-LPO Lhx8 Gaba_2,133,0.004
cluster,3907 MB-MY Tph2 Glut-Sero_5,133,0.004
cluster,4200 PG-TRN-LRN Fat2 Glut_1,133,0.004
cluster,4101 PCG-PRNr Vsx2 Nkx6-1 Glut_1,133,0.004
cluster,4949 MV-SPIV-PRP Dmbx1 Gly-Gaba_3,133,0.004
cluster,0615 OB-STR-CTX Inh IMN_4,133,0.004
cluster,1051 LSX Otx2 Gaba_1,133,0.004
cluster,2963 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,133,0.004
cluster,2195 SI-MA-LPO-LHA Skor1 Glut_7,132,0.004
cluster,3147 PAG Pou4f2 Glut_1,132,0.004
cluster,3345 CUN-PPN Evx2 Meis2 Glut_4,132,0.004
cluster,2584 MH Tac2 Glut_2,132,0.004
cluster,0560 OB-in Frmd7 Gaba_5,132,0.004
cluster,0938 PAL-STR Gaba-Chol_3,132,0.004
cluster,0835 STR Prox1 Lhx6 Gaba_2,132,0.004
cluster,0725 Lamp5 Lhx6 Gaba_1,132,0.004
cluster,2565 MM-ant Foxb1 Glut_1,132,0.004
cluster,3054 PAG-MRN Tfap2b Glut_1,132,0.004
cluster,0692 RHP-COA Ndnf Gaba_2,132,0.004
cluster,0268 CA1-ProS Glut_1,132,0.004
cluster,4468 CU-ECU-SPVI Foxb1 Glut_2,132,0.004
cluster,1412 BST-SI-AAA Six3 Slc22a3 Gaba_1,132,0.004
cluster,3782 SC Tnnt1 Gli3 Gaba_1,132,0.004
cluster,1131 LSX Prdm12 Slit2 Gaba_3,131,0.004
cluster,4153 PSV Pvalb Lhx2 Glut_4,131,0.004
cluster,2853 APN C1ql4 Glut_1,131,0.004
cluster,2668 TH Prkcd Grin2c Glut_8,131,0.004
cluster,0559 OB-in Frmd7 Gaba_5,131,0.004
cluster,4751 PDTg-PCG Pax6 Gaba_1,131,0.004
cluster,3679 SC-PAG Lef1 Emx2 Gaba_1,131,0.004
cluster,4762 PDTg Otp Olig3 Gaba_1,130,0.003
cluster,2593 MH Tac2 Glut_3,130,0.003
cluster,2334 LHA-AHN-PVH Otp Trh Glut_3,130,0.003
cluster,2642 CM-IAD-CL-PCN Sema5b Glut_3,130,0.003
cluster,0290 CA1-ProS Glut_5,130,0.003
cluster,1318 SI-MA-ACB Ebf1 Bnc2 Gaba_1,130,0.003
cluster,4534 NTS Dbh Glut_2,130,0.003
cluster,1367 CEA-AAA-BST Six3 Sp9 Gaba_4,130,0.003
cluster,3339 CUN-PPN Evx2 Meis2 Glut_3,130,0.003
cluster,0292 CA1-ProS Glut_5,130,0.003
cluster,1138 LSX Prdm12 Slit2 Gaba_4,130,0.003
cluster,2270 DMH Hmx2 Glut_1,130,0.003
cluster,0755 Pvalb Gaba_9,130,0.003
cluster,0879 NDB-SI-MA-STRv Lhx8 Gaba_3,129,0.003
cluster,4960 MY Prox1 Lmo7 Gly-Gaba_1,129,0.003
cluster,2016 COAa-PAA-MEA Barhl2 Glut_1,129,0.003
cluster,1887 PVpo-VMPO-MPN Hmx2 Gaba_1,129,0.003
cluster,0901 NDB-SI-MA-STRv Lhx8 Gaba_6,129,0.003
cluster,3477 IC Six3 En2 Gaba_2,129,0.003
cluster,1052 LSX Otx2 Gaba_2,129,0.003
cluster,3683 SC-PAG Lef1 Emx2 Gaba_2,129,0.003
cluster,2793 PAG-SC Neurod2 Meis2 Glut_4,129,0.003
cluster,1407 CEA-BST Rai14 Pdyn Crh Gaba_1,129,0.003
cluster,0872 NDB-SI-MA-STRv Lhx8 Gaba_2,129,0.003
cluster,1657 AHN-SBPV-PVHd Pdrm12 Gaba_3,128,0.003
cluster,4559 VCO Mafa Meis2 Glut_1,128,0.003
cluster,1473 MPO-ADP Lhx8 Gaba_4,128,0.003
cluster,1420 SI-MPO-LPO Lhx8 Gaba_1,128,0.003
cluster,1608 SCH Six6 Cdc14a Gaba_1,128,0.003
cluster,3251 SCig-an-PPT Foxb1 Glut_1,127,0.003
cluster,1088 LSX Nkx2-1 Gaba_3,127,0.003
cluster,1102 LSX Nkx2-1 Gaba_6,127,0.003
cluster,2588 MH Tac2 Glut_3,127,0.003
cluster,1874 PVpo-VMPO-MPN Hmx2 Gaba_1,127,0.003
cluster,1496 BST Tac2 Gaba_1,127,0.003
cluster,3211 SCig Foxb1 Glut_1,127,0.003
cluster,1371 CEA-AAA-BST Six3 Sp9 Gaba_8,127,0.003
cluster,2056 MS-SF Bsx Glut_1,126,0.003
cluster,5119 NTS-PARN Neurod2 Gly-Gaba_6,126,0.003
cluster,1361 CEA-AAA-BST Six3 Sp9 Gaba_3,126,0.003
cluster,3259 SCdg-PAG Tfap2b Glut_1,126,0.003
cluster,5067 MV Xdh Gly-Gaba_1,126,0.003
cluster,1769 ZI Pax6 Gaba_8,126,0.003
cluster,2892 MRN Pou3f1 C1ql4 Glut_2,126,0.003
cluster,0610 OB-STR-CTX Inh IMN_3,126,0.003
cluster,3412 MRN-PPN-CUN Pax8 Gaba_1,126,0.003
cluster,2212 MEA-BST Otp Zic2 Glut_1,126,0.003
cluster,1292 MEA-BST Lhx6 Nfib Gaba_2,125,0.003
cluster,2806 PAG Pou4f3 Glut_1,125,0.003
cluster,3205 SC Bnc2 Glut_2,125,0.003
cluster,0865 NDB-SI-MA-STRv Lhx8 Gaba_1,125,0.003
cluster,2710 PF Fzd5 Glut_1,125,0.003
cluster,4469 CU-ECU-SPVI Foxb1 Glut_2,125,0.003
cluster,2036 COAa-PAA-MEA Barhl2 Glut_5,125,0.003
cluster,3666 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_6,125,0.003
cluster,3850 SNc-VTA-RAmb Foxa1 Dopa_2,125,0.003
cluster,2038 COAa-PAA-MEA Barhl2 Glut_6,125,0.003
cluster,1280 MEA-BST Lhx6 Nr2e1 Gaba_3,125,0.003
cluster,0727 Lamp5 Lhx6 Gaba_1,125,0.003
cluster,2237 MPN-MPO-PVpo Hmx2 Glut_1,124,0.003
cluster,2694 RE-Xi Nox4 Glut_2,124,0.003
cluster,3374 SCop Sln Glut_1,124,0.003
cluster,1578 TMv-PMv Tbx3 Hist-Gaba_2,124,0.003
cluster,2986 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7,124,0.003
cluster,3728 SCs Dmbx1 Gaba_1,124,0.003
cluster,1788 DMH-LHA Gsx1 Gaba_1,123,0.003
cluster,0965 STR D2 Gaba_1,123,0.003
cluster,0260 ENTmv-PA-COAp Glut_3,123,0.003
cluster,0896 NDB-SI-MA-STRv Lhx8 Gaba_5,123,0.003
cluster,2200 SI-MA-LPO-LHA Skor1 Glut_8,123,0.003
cluster,3618 PRT Tcf7l2 Gaba_3,122,0.003
cluster,1477 MPO-ADP Lhx8 Gaba_4,122,0.003
cluster,2921 PRC-PAG Tcf7l2 Irx2 Glut_5,122,0.003
cluster,1383 ACB-BST-FS D1 Gaba_3,122,0.003
cluster,0227 LA-BLA-BMA-PA Glut_1,121,0.003
cluster,0614 OB-STR-CTX Inh IMN_4,121,0.003
cluster,1753 ZI Pax6 Gaba_6,121,0.003
cluster,0681 Sncg Gaba_5,121,0.003
cluster,4870 MY Lhx1 Gly-Gaba_1,121,0.003
cluster,3155 PAG Pou4f2 Glut_1,121,0.003
cluster,2778 IF-RL-CLI-PAG Foxa1 Glut_4,121,0.003
cluster,4602 HB Calcb Chol_2,121,0.003
cluster,3399 PPN-CUN-PCG Otp En1 Gaba_2,121,0.003
cluster,3247 SCig-an-PPT Foxb1 Glut_1,121,0.003
cluster,1716 ZI Pax6 Gaba_1,121,0.003
cluster,1455 SI-MPO-LPO Lhx8 Gaba_5,121,0.003
cluster,0712 Lamp5 Gaba_1,120,0.003
cluster,0206 MEA Slc17a7 Glut_2,120,0.003
cluster,2583 MH Tac2 Glut_2,120,0.003
cluster,0550 OB-in Frmd7 Gaba_3,120,0.003
cluster,2800 PAG Pou4f3 Glut_1,120,0.003
cluster,1476 MPO-ADP Lhx8 Gaba_4,120,0.003
cluster,4684 CS-PRNr-PCG Tmem163 Otp Gaba_2,120,0.003
cluster,3024 PAG-SC Pou4f1 Zic1 Glut_2,120,0.003
cluster,2283 ARH-PVp Tbx3 Glut_4,120,0.003
cluster,1493 BST Tac2 Gaba_1,120,0.003
cluster,5270 OPC NN_1,120,0.003
cluster,1424 SI-MPO-LPO Lhx8 Gaba_1,120,0.003
cluster,2158 SI-MA-LPO-LHA Skor1 Glut_3,120,0.003
cluster,0775 Sst Gaba_3,120,0.003
cluster,2627 PVT-PT Ntrk1 Glut_4,120,0.003
cluster,2378 PVH-SO-PVa Otp Glut_3,119,0.003
cluster,1404 CEA-BST Ebf1 Pdyn Gaba_7,119,0.003
cluster,0554 OB-in Frmd7 Gaba_3,119,0.003
cluster,2337 LHA-AHN-PVH Otp Trh Glut_4,119,0.003
cluster,4792 DTN-LDT-IPN Otp Pax3 Gaba_4,119,0.003
cluster,1528 PVR Six3 Sox3 Gaba_8,118,0.003
cluster,1281 MEA-BST Lhx6 Nfib Gaba_1,118,0.003
cluster,1877 PVpo-VMPO-MPN Hmx2 Gaba_1,118,0.003
cluster,1117 LSX Prdm12 Slit2 Gaba_1,118,0.003
cluster,3346 CUN-PPN Evx2 Meis2 Glut_4,118,0.003
cluster,3456 PAG-PPN Pax5 Sox21 Gaba_3,118,0.003
cluster,2410 PH-ant-LHA Otp Bsx Glut_4,118,0.003
cluster,1659 AHN-SBPV-PVHd Pdrm12 Gaba_3,118,0.003
cluster,4420 SPVI-SPVC Tlx3 Ebf3 Glut_2,117,0.003
cluster,3260 SCdg-PAG Tfap2b Glut_1,117,0.003
cluster,1080 LSX Nkx2-1 Gaba_2,117,0.003
cluster,0475 L5 NP CTX Glut_5,117,0.003
cluster,0626 Vip Gaba_1,117,0.003
cluster,2252 MPN-MPO-PVpo Hmx2 Glut_4,117,0.003
cluster,3006 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_12,117,0.003
cluster,2375 PVH-SO-PVa Otp Glut_3,117,0.003
cluster,3821 SCsg Gabrr2 Gaba_4,117,0.003
cluster,1492 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2,117,0.003
cluster,2110 LHA Barhl2 Glut_2,116,0.003
cluster,3277 SCiw Pitx2 Glut_2,116,0.003
cluster,1892 PVpo-VMPO-MPN Hmx2 Gaba_2,116,0.003
cluster,4694 CS-PRNr-DR En1 Sox2 Gaba_2,116,0.003
cluster,1186 LSX Sall3 Lmo1 Gaba_6,116,0.003
cluster,3471 IC Six3 En2 Gaba_1,116,0.003
cluster,3509 PAG-MRN-RN Foxa2 Gaba_1,116,0.003
cluster,1622 DMH Prdm13 Gaba_1,116,0.003
cluster,5183 CB PLI Gly-Gaba_3,116,0.003
cluster,3875 SNc-VTA-RAmb Foxa1 Dopa_7,116,0.003
cluster,0201 MEA Slc17a7 Glut_2,116,0.003
cluster,0898 NDB-SI-MA-STRv Lhx8 Gaba_5,116,0.003
cluster,0863 NDB-SI-MA-STRv Lhx8 Gaba_1,116,0.003
cluster,2854 APN C1ql4 Glut_1,116,0.003
cluster,5156 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2,116,0.003
cluster,2133 SI-MA-LPO-LHA Skor1 Glut_1,116,0.003
cluster,1552 BST-MPN Six3 Nrgn Gaba_5,116,0.003
cluster,4398 PGRN-PARN-MDRN Hoxb5 Glut_7,115,0.003
cluster,4935 MV-SPIV-PRP Dmbx1 Gly-Gaba_1,115,0.003
cluster,3229 SCig Foxb1 Glut_3,115,0.003
cluster,3224 SCig Foxb1 Glut_2,115,0.003
cluster,3538 PAG-ND-PCG Onecut1 Gaba_1,115,0.003
cluster,1457 MPO-ADP Lhx8 Gaba_1,115,0.003
cluster,3167 PAG Pou4f2 Glut_4,115,0.003
cluster,2597 MH Tac2 Glut_5,115,0.003
cluster,2620 PVT-PT Ntrk1 Glut_2,115,0.003
cluster,1161 LSX Prdm12 Zeb2 Gaba_2,114,0.003
cluster,1328 CEA-BST Six3 Cyp26b1 Gaba_1,114,0.003
cluster,1517 PVR Six3 Sox3 Gaba_4,114,0.003
cluster,2442 STN-PSTN Pitx2 Glut_3,114,0.003
cluster,2788 PAG-SC Neurod2 Meis2 Glut_2,114,0.003
cluster,2263 DMH Hmx2 Glut_1,114,0.003
cluster,2577 MM Foxb1 Glut_2,114,0.003
cluster,0864 NDB-SI-MA-STRv Lhx8 Gaba_1,114,0.003
cluster,2942 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2,114,0.003
cluster,3937 PB Lmx1a Glut_4,114,0.003
cluster,4172 PRNr Otp Nfib Glut_1,114,0.003
cluster,1126 LSX Prdm12 Slit2 Gaba_2,114,0.003
cluster,4752 PDTg-PCG Pax6 Gaba_1,114,0.003
cluster,4035 PB Evx2 Glut_3,113,0.003
cluster,1448 SI-MPO-LPO Lhx8 Gaba_4,113,0.003
cluster,2314 VMH Nr5a1 Glut_4,113,0.003
cluster,1691 SBPV-PVa Six6 Satb2 Gaba_2,113,0.003
cluster,5180 CB PLI Gly-Gaba_2,113,0.003
cluster,0913 NDB-SI-MA-STRv Lhx8 Gaba_10,113,0.003
cluster,4887 MY Lhx1 Gly-Gaba_2,113,0.003
cluster,1760 ZI Pax6 Gaba_7,113,0.003
cluster,1290 MEA-BST Lhx6 Nfib Gaba_2,113,0.003
cluster,1030 NDB-SI-ant Prdm12 Gaba_1,113,0.003
cluster,2760 MB-ant-ve Dmrta2 Glut_1,113,0.003
cluster,1097 LSX Nkx2-1 Gaba_5,113,0.003
cluster,1408 CEA-BST Rai14 Pdyn Crh Gaba_1,113,0.003
cluster,0551 OB-in Frmd7 Gaba_3,112,0.003
cluster,1379 ACB-BST-FS D1 Gaba_2,112,0.003
cluster,2474 PH-an Pitx2 Glut_1,112,0.003
cluster,2823 CUN Evx2 Lhx2 Glut_2,112,0.003
cluster,2302 VMH Nr5a1 Glut_1,112,0.003
cluster,3029 PAG-SC Pou4f1 Zic1 Glut_2,112,0.003
cluster,1555 BST-MPN Six3 Nrgn Gaba_5,112,0.003
cluster,0869 NDB-SI-MA-STRv Lhx8 Gaba_1,112,0.003
cluster,3275 SCiw Pitx2 Glut_2,112,0.003
cluster,1970 ARH-PVp Tbx3 Gaba_3,112,0.003
cluster,2018 COAa-PAA-MEA Barhl2 Glut_1,112,0.003
cluster,3443 PAG-PPN Pax5 Sox21 Gaba_1,112,0.003
cluster,3526 PAG-MRN-RN Foxa2 Gaba_4,112,0.003
cluster,4982 PAS-MV Ebf2 Gly-Gaba_1,112,0.003
cluster,1789 DMH-LHA Gsx1 Gaba_1,111,0.003
cluster,2923 PRC-PAG Tcf7l2 Irx2 Glut_5,111,0.003
cluster,0675 Sncg Gaba_3,111,0.003
cluster,3249 SCig-an-PPT Foxb1 Glut_1,111,0.003
cluster,3501 IC Six3 En2 Gaba_6,111,0.003
cluster,1316 CEA-BST Gal Avp Gaba_1,111,0.003
cluster,3331 CUN-PPN Evx2 Meis2 Glut_1,111,0.003
cluster,3453 PAG-PPN Pax5 Sox21 Gaba_3,111,0.003
cluster,0715 Lamp5 Gaba_2,111,0.003
cluster,0622 OB-STR-CTX Inh IMN_7,111,0.003
cluster,2653 TH Prkcd Grin2c Glut_4,111,0.003
cluster,3612 PRT Tcf7l2 Gaba_2,110,0.003
cluster,3834 IPN Otp Crisp1 Gaba_2,110,0.003
cluster,1150 LSX Prdm12 Zeb2 Gaba_1,110,0.003
cluster,2659 TH Prkcd Grin2c Glut_6,110,0.003
cluster,2432 STN-PSTN Pitx2 Glut_1,110,0.003
cluster,4980 PAS-MV Ebf2 Gly-Gaba_1,110,0.003
cluster,2646 CM-IAD-CL-PCN Sema5b Glut_5,110,0.003
cluster,2284 ARH-PVp Tbx3 Glut_5,110,0.003
cluster,2756 MB-ant-ve Dmrta2 Glut_1,110,0.003
cluster,2716 PF Fzd5 Glut_1,110,0.003
cluster,3262 SCdg-PAG Tfap2b Glut_1,110,0.003
cluster,4964 MY Prox1 Lmo7 Gly-Gaba_1,109,0.003
cluster,3550 PAG-ND-PCG Onecut1 Gaba_3,109,0.003
cluster,1648 AHN-SBPV-PVHd Pdrm12 Gaba_1,109,0.003
cluster,1372 CEA-AAA-BST Six3 Sp9 Gaba_8,109,0.003
cluster,0656 Vip Gaba_9,109,0.003
cluster,3144 PAG Pou4f2 Glut_1,109,0.003
cluster,2025 COAa-PAA-MEA Barhl2 Glut_2,109,0.003
cluster,0791 Sst Gaba_6,109,0.003
cluster,2824 CUN Evx2 Lhx2 Glut_2,109,0.003
cluster,3335 CUN-PPN Evx2 Meis2 Glut_1,109,0.003
cluster,2770 IF-RL-CLI-PAG Foxa1 Glut_1,108,0.003
cluster,1268 MEA-BST Lhx6 Sp9 Gaba_7,108,0.003
cluster,1348 CEA-AAA-BST Six3 Sp9 Gaba_1,108,0.003
cluster,4816 PRP Otp Gly-Gaba_1,108,0.003
cluster,2105 LHA Barhl2 Glut_1,108,0.003
cluster,0278 CA1-ProS Glut_3,108,0.003
cluster,2798 PAG Pou4f3 Glut_1,108,0.003
cluster,3605 PRT Tcf7l2 Gaba_1,108,0.003
cluster,3093 PAG Pou4f1 Bnc2 Glut_2,108,0.003
cluster,2922 PRC-PAG Tcf7l2 Irx2 Glut_5,108,0.003
cluster,2933 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1,108,0.003
cluster,3975 LDT-PCG Vsx2 Lhx4 Glut_1,108,0.003
cluster,2712 PF Fzd5 Glut_1,108,0.003
cluster,4496 MV-SPIV Zic4 Neurod2 Glut_1,108,0.003
cluster,3616 PRT Tcf7l2 Gaba_3,108,0.003
cluster,4282 NTS Phox2b Glut_6,107,0.003
cluster,2340 AHN-RCH-LHA Otp Fezf1 Glut_1,107,0.003
cluster,4133 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_3,107,0.003
cluster,3496 IC Six3 En2 Gaba_5,107,0.003
cluster,3329 CUN-PPN Evx2 Meis2 Glut_1,107,0.003
cluster,2095 AVPV-MEPO-SFO Tbr1 Glut_4,107,0.003
cluster,5244 Tanycyte NN_1,107,0.003
cluster,1631 PVHd-SBPV Six3 Prox1 Gaba_1,107,0.003
cluster,3080 PAG Pou4f1 Bnc2 Glut_1,107,0.003
cluster,1842 TU-ARH Otp Six6 Gaba_1,106,0.003
cluster,2524 PMd-LHA Foxb1 Glut_2,106,0.003
cluster,3792 SCs Lef1 Gli3 Gaba_1,106,0.003
cluster,4050 PB Evx2 Glut_4,106,0.003
cluster,0204 MEA Slc17a7 Glut_2,106,0.003
cluster,2132 ADP-MPO Trp73 Glut_3,106,0.003
cluster,2353 AHN-RCH-LHA Otp Fezf1 Glut_3,106,0.003
cluster,0015 IT EP-CLA Glut_2,106,0.003
cluster,1576 TMv-PMv Tbx3 Hist-Gaba_1,106,0.003
cluster,1221 MEA-BST Sox6 Gaba_6,106,0.003
cluster,0846 Sst Chodl Gaba_1,106,0.003
cluster,1999 MEA-COA-BMA Ccdc42 Glut_1,106,0.003
cluster,3465 IC Six3 En2 Gaba_1,106,0.003
cluster,1091 LSX Nkx2-1 Gaba_3,105,0.003
cluster,2896 MRN Pou3f1 C1ql4 Glut_3,105,0.003
cluster,3396 PPN-CUN-PCG Otp En1 Gaba_2,105,0.003
cluster,4672 CS-PRNr-PCG Tmem163 Otp Gaba_1,105,0.003
cluster,1849 TU-ARH Otp Six6 Gaba_2,105,0.003
cluster,1497 BST Tac2 Gaba_1,105,0.003
cluster,1106 LSX Nkx2-1 Gaba_7,105,0.003
cluster,3273 SCiw Pitx2 Glut_2,105,0.003
cluster,4698 CS-PRNr-DR En1 Sox2 Gaba_2,105,0.003
cluster,3836 IPN Otp Crisp1 Gaba_3,104,0.003
cluster,2349 AHN-RCH-LHA Otp Fezf1 Glut_2,104,0.003
cluster,4471 CU-ECU-SPVI Foxb1 Glut_2,104,0.003
cluster,2900 PRC-PAG Tcf7l2 Irx2 Glut_1,104,0.003
cluster,0300 CA3 Glut_1,104,0.003
cluster,2596 MH Tac2 Glut_5,104,0.003
cluster,2709 MG-POL-SGN Nts Glut_2,104,0.003
cluster,2984 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7,104,0.003
cluster,2338 LHA-AHN-PVH Otp Trh Glut_4,104,0.003
cluster,1099 LSX Nkx2-1 Gaba_5,104,0.003
cluster,1586 RT-ZI Gnb3 Gaba_2,104,0.003
cluster,1050 LSX Otx2 Gaba_1,104,0.003
cluster,1243 MEA-BST Lhx6 Sp9 Gaba_1,104,0.003
cluster,4680 CS-PRNr-PCG Tmem163 Otp Gaba_1,104,0.003
cluster,3378 SCop Sln Glut_1,104,0.003
cluster,2746 PRC-PAG Pax6 Glut_3,104,0.003
cluster,4328 PGRN-PARN-MDRN Hoxb5 Glut_1,104,0.003
cluster,5322 T cells NN_4,104,0.003
cluster,1774 ZI Pax6 Gaba_8,104,0.003
cluster,1238 MEA-BST Lhx6 Sp9 Gaba_1,103,0.003
cluster,3883 MB-MY Tph2 Glut-Sero_1,103,0.003
cluster,1902 PVpo-VMPO-MPN Hmx2 Gaba_2,103,0.003
cluster,0327 L2 IT PPP-APr Glut_3,103,0.003
cluster,1349 CEA-AAA-BST Six3 Sp9 Gaba_1,103,0.003
cluster,2058 MS-SF Bsx Glut_1,103,0.003
cluster,2656 TH Prkcd Grin2c Glut_5,103,0.003
cluster,3299 IC Tfap2d Maf Glut_2,103,0.003
cluster,1884 PVpo-VMPO-MPN Hmx2 Gaba_1,103,0.003
cluster,1019 IA Mgp Gaba_2,103,0.003
cluster,0694 RHP-COA Ndnf Gaba_3,103,0.003
cluster,4710 LDT-DTN Gata3 Nfix Gaba_1,102,0.003
cluster,4219 PRP-NI-PRNc-GRN Otp Glut_3,102,0.003
cluster,0654 Vip Gaba_9,102,0.003
cluster,1160 LSX Prdm12 Zeb2 Gaba_2,102,0.003
cluster,1882 PVpo-VMPO-MPN Hmx2 Gaba_1,102,0.003
cluster,0650 Vip Gaba_7,102,0.003
cluster,0701 RHP-COA Ndnf Gaba_5,102,0.003
cluster,2492 PH Pitx2 Glut_2,102,0.003
cluster,0914 NDB-SI-MA-STRv Lhx8 Gaba_10,102,0.003
cluster,4085 PB Evx2 Glut_9,102,0.003
cluster,1638 PVHd-SBPV Six3 Prox1 Gaba_3,102,0.003
cluster,1560 BST-MPN Six3 Nrgn Gaba_6,102,0.003
cluster,2101 LHA Barhl2 Glut_1,102,0.003
cluster,0226 LA-BLA-BMA-PA Glut_1,102,0.003
cluster,1494 BST Tac2 Gaba_1,102,0.003
cluster,2558 PH-SUM Foxa1 Glut_6,101,0.003
cluster,1073 LSX Otx2 Gaba_5,101,0.003
cluster,2831 CUN Evx2 Lhx2 Glut_3,101,0.003
cluster,4799 DTN-LDT-IPN Otp Pax3 Gaba_5,101,0.003
cluster,1086 LSX Nkx2-1 Gaba_2,101,0.003
cluster,2487 PH Pitx2 Glut_2,101,0.003
cluster,2085 AVPV-MEPO-SFO Tbr1 Glut_3,101,0.003
cluster,0585 OB Dopa-Gaba_1,101,0.003
cluster,3081 PAG Pou4f1 Bnc2 Glut_1,100,0.003
cluster,1768 ZI Pax6 Gaba_8,100,0.003
cluster,4121 PCG-PRNr Vsx2 Nkx6-1 Glut_6,100,0.003
cluster,3970 PB Pax5 Glut_1,100,0.003
cluster,2093 AVPV-MEPO-SFO Tbr1 Glut_4,100,0.003
cluster,2361 AHN-RCH-LHA Otp Fezf1 Glut_6,100,0.003
cluster,4021 PB Evx2 Glut_1,100,0.003
cluster,1309 MEA-BST Lhx6 Nfib Gaba_5,100,0.003
cluster,4555 DMX VII Tbx20 Chol_1,100,0.003
cluster,1504 PVR Six3 Sox3 Gaba_1,100,0.003
cluster,3553 PAG-ND-PCG Onecut1 Gaba_4,100,0.003
cluster,4160 PB-NTS Phox2b Ebf3 Lmx1b Glut_1,100,0.003
cluster,1901 PVpo-VMPO-MPN Hmx2 Gaba_2,100,0.003
cluster,1353 CEA-AAA-BST Six3 Sp9 Gaba_1,100,0.003
cluster,1714 ZI Pax6 Gaba_1,100,0.003
cluster,3638 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_1,99,0.003
cluster,1341 CEA-BST Six3 Cyp26b1 Gaba_4,99,0.003
cluster,3020 PAG-SC Pou4f1 Zic1 Glut_1,99,0.003
cluster,0295 CA1-ProS Glut_6,99,0.003
cluster,2718 PF Fzd5 Glut_1,99,0.003
