taxonomy_level,cell_set,cell_count,percentage_of_total
supertype,0044 L2/3 IT PIR-ENTl Glut_6,3648,0.098
supertype,0061 LA-BLA-BMA-PA Glut_2,3597,0.096
supertype,0209 Pvalb Gaba_5,3525,0.094
supertype,0274 STR D2 Gaba_1,3523,0.094
supertype,0939 PSV Pvalb Lhx2 Glut_1,3435,0.092
supertype,1158 Astro-CB NN_1,3391,0.091
supertype,0018 L5 IT CTX Glut_1,3391,0.091
supertype,0169 OB-STR-CTX Inh IMN_4,3380,0.09
supertype,1144 CB PLI Gly-Gaba_1,3376,0.09
supertype,0666 TH Prkcd Grin2c Glut_13,3329,0.089
supertype,0203 Lamp5 Lhx6 Gaba_1,3301,0.088
supertype,0177 Vip Gaba_5,3285,0.088
supertype,0234 STR Prox1 Lhx6 Gaba_2,3279,0.088
supertype,0125 L5 NP CTX Glut_4,3267,0.087
supertype,0055 MEA Slc17a7 Glut_1,3249,0.087
supertype,0285 STR-PAL Chst9 Gaba_1,3243,0.087
supertype,0096 SUB-ProS Glut_1,3239,0.087
supertype,0806 SNr Six3 Gaba_1,3203,0.086
supertype,0282 STR D1 Sema5a Gaba_2,3159,0.084
supertype,0502 TRS-BAC Sln Glut_1,3136,0.084
supertype,0094 L5 ET CTX Glut_5,3111,0.083
supertype,0273 STR D1 Gaba_9,3078,0.082
supertype,0283 STR D1 Sema5a Gaba_3,3064,0.082
supertype,1167 Astro-OLF NN_2,3028,0.081
supertype,0663 TH Prkcd Grin2c Glut_10,2981,0.08
supertype,0214 Sst Gaba_1,2952,0.079
supertype,0223 Sst Gaba_10,2947,0.079
supertype,0168 OB-STR-CTX Inh IMN_3,2940,0.079
supertype,0245 NDB-SI-MA-STRv Lhx8 Gaba_2,2910,0.078
supertype,1152 CBX Purkinje Gaba_1,2907,0.078
supertype,0097 SUB-ProS Glut_2,2905,0.078
supertype,0095 L5 ET CTX Glut_6,2861,0.076
supertype,0206 Pvalb Gaba_2,2860,0.076
supertype,0092 L5 ET CTX Glut_3,2860,0.076
supertype,0281 STR D1 Sema5a Gaba_1,2849,0.076
supertype,0178 Vip Gaba_6,2835,0.076
supertype,0136 DG Glut_1,2805,0.075
supertype,0675 PF Fzd5 Glut_2,2804,0.075
supertype,0062 LA-BLA-BMA-PA Glut_3,2749,0.074
supertype,0084 L2/3 IT PPP Glut_1,2745,0.073
supertype,0771 IC Tfap2d Maf Glut_2,2720,0.073
supertype,0216 Sst Gaba_3,2712,0.073
supertype,0060 LA-BLA-BMA-PA Glut_1,2644,0.071
supertype,0221 Sst Gaba_8,2641,0.071
supertype,0326 LSX Prdm12 Zeb2 Gaba_1,2620,0.07
supertype,0058 COAp Grxcr2 Glut_1,2591,0.069
supertype,0131 OB Eomes Ms4a15 Glut_2,2583,0.069
supertype,0153 OB-in Frmd7 Gaba_4,2582,0.069
supertype,0205 Pvalb Gaba_1,2570,0.069
supertype,0271 STR D1 Gaba_7,2549,0.068
supertype,0089 L4 RSP-ACA Glut_1,2502,0.067
supertype,0279 STR D2 Gaba_6,2497,0.067
supertype,1093 MY Lhx1 Gly-Gaba_5,2464,0.066
supertype,0286 STR-PAL Chst9 Gaba_2,2463,0.066
supertype,0295 NDB-SI-ant Prdm12 Gaba_1,2453,0.066
supertype,0037 L2/3 IT ENT Glut_5,2447,0.065
supertype,0133 OB Eomes Ms4a15 Glut_4,2407,0.064
supertype,0143 OB Meis2 Thsd7b Gaba_1,2379,0.064
supertype,0016 L6 IT CTX Glut_4,2363,0.063
supertype,0215 Sst Gaba_2,2361,0.063
supertype,0128 NP SUB Glut_2,2355,0.063
supertype,0568 VMH Nr5a1 Glut_3,2350,0.063
supertype,0075 CA3 Glut_1,2310,0.062
supertype,0505 MEA-COA-BMA Ccdc42 Glut_1,2238,0.06
supertype,0049 IT AON-TT-DP Glut_4,2236,0.06
supertype,0229 Sst Gaba_16,2232,0.06
supertype,0247 NDB-SI-MA-STRv Lhx8 Gaba_4,2169,0.058
supertype,0852 SCs Dmbx1 Gaba_1,2097,0.056
supertype,0507 MEA-COA-BMA Ccdc42 Glut_3,2072,0.055
supertype,0239 Sst Chodl Gaba_2,2060,0.055
supertype,1164 Astro-TE NN_4,2040,0.055
supertype,0658 TH Prkcd Grin2c Glut_5,2035,0.054
supertype,0174 Vip Gaba_2,2032,0.054
supertype,0204 Pvalb chandelier Gaba_1,2014,0.054
supertype,0222 Sst Gaba_9,2009,0.054
supertype,0764 SCig-an-PPT Foxb1 Glut_1,1978,0.053
supertype,0135 HPF CR Glut_1,1942,0.052
supertype,0655 TH Prkcd Grin2c Glut_2,1922,0.051
supertype,0284 STR D1 Sema5a Gaba_4,1921,0.051
supertype,0173 Vip Gaba_1,1915,0.051
supertype,0004 IT EP-CLA Glut_2,1901,0.051
supertype,1195 BAM NN_1,1897,0.051
supertype,0064 LA-BLA-BMA-PA Glut_5,1879,0.05
supertype,1012 IO Fgl2 Glut_1,1868,0.05
supertype,0035 L2/3 IT ENT Glut_3,1845,0.049
supertype,0051 L2 IT ENT-po Glut_1,1827,0.049
supertype,1139 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2,1823,0.049
supertype,1040 PRNc Otp Gly-Gaba_5,1815,0.049
supertype,0787 SCsg Pde5a Glut_3,1772,0.047
supertype,0210 Pvalb Gaba_6,1771,0.047
supertype,1156 DCO UBC Glut_1,1770,0.047
supertype,0200 Lamp5 Gaba_2,1770,0.047
supertype,1143 DCO Il22 Gly-Gaba_3,1769,0.047
supertype,0105 L6b EPd Glut_3,1766,0.047
supertype,0670 RE-Xi Nox4 Glut_3,1740,0.047
supertype,0831 PRT Tcf7l2 Gaba_3,1736,0.046
supertype,0483 PVpo-VMPO-MPN Hmx2 Gaba_2,1735,0.046
supertype,0187 Sncg Gaba_3,1723,0.046
supertype,0642 AV Col27a1 Glut_1,1722,0.046
supertype,1003 CBN Neurod2 Pvalb Glut_1,1714,0.046
supertype,0066 ENTmv-PA-COAp Glut_1,1711,0.046
supertype,1189 VLMC NN_3,1696,0.045
supertype,0857 SC Lef1 Otx2 Gaba_1,1672,0.045
supertype,0073 CA1-ProS Glut_5,1665,0.045
supertype,0633 MH Tac2 Glut_2,1664,0.044
supertype,0731 PAG-SC Pou4f1 Zic1 Glut_2,1662,0.044
supertype,0882 SNc-VTA-RAmb Foxa1 Dopa_3,1638,0.044
supertype,0149 OB Trdn Gaba_2,1631,0.044
supertype,0130 OB Eomes Ms4a15 Glut_1,1616,0.043
supertype,0260 PAL-STR Gaba-Chol_2,1611,0.043
supertype,0184 Vip Gaba_12,1609,0.043
supertype,0844 SC-PAG Lef1 Emx2 Gaba_2,1607,0.043
supertype,0045 L2/3 IT PIR-ENTl Glut_7,1595,0.043
supertype,1074 NLL Gata3 Gly-Gaba_1,1594,0.043
supertype,0098 SUB-ProS Glut_3,1583,0.042
supertype,1166 Astro-OLF NN_1,1569,0.042
supertype,0462 ZI Pax6 Gaba_4,1563,0.042
supertype,0175 Vip Gaba_3,1547,0.041
supertype,0745 PAG Pou4f2 Glut_1,1518,0.041
supertype,0107 L6b/CT ENT Glut_2,1507,0.04
supertype,0433 RT-ZI Gnb3 Gaba_3,1507,0.04
supertype,0775 IC Tfap2d Maf Glut_6,1505,0.04
supertype,0219 Sst Gaba_6,1495,0.04
supertype,0054 L2 IT ENT-po Glut_4,1491,0.04
supertype,1148 CBX Golgi Gly-Gaba_1,1488,0.04
supertype,0063 LA-BLA-BMA-PA Glut_4,1487,0.04
supertype,0730 PAG-SC Pou4f1 Zic1 Glut_1,1477,0.039
supertype,0010 L5/6 IT TPE-ENT Glut_4,1476,0.039
supertype,0632 MH Tac2 Glut_1,1471,0.039
supertype,0120 CT SUB Glut_1,1463,0.039
supertype,0800 SNr-VTA Pax5 Npas1 Gaba_1,1461,0.039
supertype,0703 APN C1ql4 Glut_1,1461,0.039
supertype,0631 MM Foxb1 Glut_2,1455,0.039
supertype,0482 PVpo-VMPO-MPN Hmx2 Gaba_1,1453,0.039
supertype,1090 MY Lhx1 Gly-Gaba_2,1452,0.039
supertype,0396 SI-MPO-LPO Lhx8 Gaba_1,1451,0.039
supertype,0218 Sst Gaba_5,1443,0.039
supertype,0057 MEA Slc17a7 Glut_3,1424,0.038
supertype,0602 STN-PSTN Pitx2 Glut_5,1411,0.038
supertype,0236 STR Lhx8 Gaba_1,1408,0.038
supertype,1076 NLL Gata3 Gly-Gaba_3,1399,0.037
supertype,0033 L2/3 IT ENT Glut_1,1397,0.037
supertype,0478 TU-ARH Otp Six6 Gaba_1,1375,0.037
supertype,0873 SCsg Gabrr2 Gaba_2,1374,0.037
supertype,0006 IT EP-CLA Glut_4,1374,0.037
supertype,0002 CLA-EPd-CTX Car3 Glut_2,1373,0.037
supertype,0288 STR-PAL Chst9 Gaba_4,1372,0.037
supertype,0269 STR D1 Gaba_5,1369,0.037
supertype,0241 Sst Chodl Gaba_4,1361,0.036
supertype,0056 MEA Slc17a7 Glut_2,1353,0.036
supertype,0702 APN C1ql2 Glut_1,1352,0.036
supertype,0662 TH Prkcd Grin2c Glut_9,1348,0.036
supertype,0071 CA1-ProS Glut_3,1346,0.036
supertype,0317 LSX Prdm12 Slit2 Gaba_1,1346,0.036
supertype,0760 SCig Foxb1 Glut_1,1343,0.036
supertype,0773 IC Tfap2d Maf Glut_4,1339,0.036
supertype,0224 Sst Gaba_11,1337,0.036
supertype,0674 PF Fzd5 Glut_1,1337,0.036
supertype,0127 NP SUB Glut_1,1333,0.036
supertype,0076 CA3 Glut_2,1329,0.036
supertype,0649 CM-IAD-CL-PCN Sema5b Glut_1,1328,0.036
supertype,0611 PH Pitx2 Glut_2,1327,0.035
supertype,0176 Vip Gaba_4,1310,0.035
supertype,0079 CA3 Glut_5,1308,0.035
supertype,0141 DG-PIR Ex IMN_2,1305,0.035
supertype,0860 SCs Pax7 Nfia Gaba_2,1304,0.035
supertype,0161 OB-mi Frmd7 Gaba_1,1303,0.035
supertype,0669 RE-Xi Nox4 Glut_2,1292,0.035
supertype,1176 Ependymal NN_2,1290,0.034
supertype,0514 COAa-PAA-MEA Barhl2 Glut_6,1290,0.034
supertype,0227 Sst Gaba_14,1282,0.034
supertype,0788 SCop Sln Glut_1,1270,0.034
supertype,0093 L5 ET CTX Glut_4,1260,0.034
supertype,0201 Lamp5 Gaba_3,1256,0.034
supertype,0259 PAL-STR Gaba-Chol_1,1247,0.033
supertype,0226 Sst Gaba_13,1233,0.033
supertype,0644 PVT-PT Ntrk1 Glut_2,1232,0.033
supertype,0509 COAa-PAA-MEA Barhl2 Glut_1,1227,0.033
supertype,0246 NDB-SI-MA-STRv Lhx8 Gaba_3,1201,0.032
supertype,0645 PVT-PT Ntrk1 Glut_3,1198,0.032
supertype,0634 MH Tac2 Glut_3,1191,0.032
supertype,0641 AD Serpinb7 Glut_1,1190,0.032
supertype,0733 PAG-MRN Tfap2b Glut_1,1178,0.031
supertype,0108 L6b/CT ENT Glut_3,1177,0.031
supertype,0152 OB-in Frmd7 Gaba_3,1169,0.031
supertype,0580 AHN-RCH-LHA Otp Fezf1 Glut_2,1168,0.031
supertype,1082 POR Spp1 Gly-Gaba_1,1164,0.031
supertype,0630 MM Foxb1 Glut_1,1159,0.031
supertype,0459 ZI Pax6 Gaba_1,1154,0.031
supertype,0117 L6 CT CTX Glut_4,1153,0.031
supertype,0122 L5 NP CTX Glut_1,1153,0.031
supertype,0665 TH Prkcd Grin2c Glut_12,1139,0.03
supertype,0148 OB Trdn Gaba_1,1128,0.03
supertype,0185 Sncg Gaba_1,1118,0.03
supertype,0471 DMH-LHA Gsx1 Gaba_2,1113,0.03
supertype,0888 MB-MY Tph2 Glut-Sero_1,1113,0.03
supertype,0761 SCig Foxb1 Glut_2,1100,0.029
supertype,0100 CA2-FC-IG Glut_1,1096,0.029
supertype,1015 VCO Mafa Meis2 Glut_3,1092,0.029
supertype,0382 ACB-BST-FS D1 Gaba_2,1078,0.029
supertype,0518 MS-SF Bsx Glut_1,1076,0.029
supertype,0228 Sst Gaba_15,1070,0.029
supertype,0103 L6b EPd Glut_1,1067,0.029
supertype,0121 CT SUB Glut_2,1065,0.028
supertype,0080 L2 IT PPP-APr Glut_1,1061,0.028
supertype,0846 SC-PAG Lef1 Emx2 Gaba_4,1055,0.028
supertype,0629 MM-ant Foxb1 Glut_1,1035,0.028
supertype,0183 Vip Gaba_11,1034,0.028
supertype,1014 VCO Mafa Meis2 Glut_2,1031,0.028
supertype,0146 OB Meis2 Thsd7b Gaba_4,1031,0.028
supertype,0656 TH Prkcd Grin2c Glut_3,1030,0.028
supertype,0159 OB-out Frmd7 Gaba_2,1023,0.027
supertype,0776 CUN-PPN Evx2 Meis2 Glut_1,1014,0.027
supertype,0809 IC Six3 En2 Gaba_3,1011,0.027
supertype,0763 SCig Foxb1 Glut_4,1011,0.027
supertype,1173 Tanycyte NN_2,1007,0.027
supertype,0769 SCiw Pitx2 Glut_3,1002,0.027
supertype,0479 TU-ARH Otp Six6 Gaba_2,999,0.027
supertype,0861 SCs Pax7 Nfia Gaba_3,995,0.027
supertype,1138 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1,990,0.026
supertype,1162 Astro-TE NN_2,989,0.026
supertype,0783 SCig Tfap2b Chrnb3 Glut_1,983,0.026
supertype,0891 MB-MY Tph2 Glut-Sero_4,978,0.026
supertype,0786 SCsg Pde5a Glut_2,970,0.026
supertype,0466 ZI Pax6 Gaba_8,967,0.026
supertype,0922 PB Evx2 Glut_9,940,0.025
supertype,0855 SCs Dmbx1 Gaba_4,936,0.025
supertype,0144 OB Meis2 Thsd7b Gaba_2,929,0.025
supertype,0810 IC Six3 En2 Gaba_4,927,0.025
supertype,0872 SCsg Gabrr2 Gaba_1,925,0.025
supertype,0853 SCs Dmbx1 Gaba_2,924,0.025
supertype,0766 SCdg-PAG Tfap2b Glut_1,916,0.024
supertype,0758 SC Bnc2 Glut_3,916,0.024
supertype,0424 BST-MPN Six3 Nrgn Gaba_5,913,0.024
supertype,0436 SCH Six6 Cdc14a Gaba_1,913,0.024
supertype,0660 TH Prkcd Grin2c Glut_7,911,0.024
supertype,0397 SI-MPO-LPO Lhx8 Gaba_2,908,0.024
supertype,0211 Pvalb Gaba_7,905,0.024
supertype,0384 CEA-BST Ebf1 Pdyn Gaba_1,904,0.024
supertype,0386 CEA-BST Ebf1 Pdyn Gaba_3,897,0.024
supertype,0043 L2/3 IT PIR-ENTl Glut_5,893,0.024
supertype,0368 CEA-BST Six3 Cyp26b1 Gaba_2,879,0.024
supertype,0333 LSX Sall3 Lmo1 Gaba_3,878,0.023
supertype,0588 PVH-SO-PVa Otp Glut_4,868,0.023
supertype,0167 OB-STR-CTX Inh IMN_2,866,0.023
supertype,0843 SC-PAG Lef1 Emx2 Gaba_1,862,0.023
supertype,0652 CM-IAD-CL-PCN Sema5b Glut_4,858,0.023
supertype,0052 L2 IT ENT-po Glut_2,857,0.023
supertype,0437 SCH Six6 Cdc14a Gaba_2,856,0.023
supertype,0849 SCm-PAG Cdh23 Gaba_2,855,0.023
supertype,0307 LSX Nkx2-1 Gaba_2,852,0.023
supertype,0319 LSX Prdm12 Slit2 Gaba_3,850,0.023
supertype,1048 CS-PRNr-DR En1 Sox2 Gaba_2,848,0.023
supertype,0065 LA-BLA-BMA-PA Glut_6,844,0.023
supertype,0188 Sncg Gaba_4,844,0.023
supertype,0225 Sst Gaba_12,840,0.022
supertype,0988 CU-ECU-SPVI Foxb1 Glut_1,837,0.022
supertype,0793 PPN-CUN-PCG Otp En1 Gaba_2,835,0.022
supertype,0160 OB-out Frmd7 Gaba_3,831,0.022
supertype,0480 TU-ARH Otp Six6 Gaba_3,829,0.022
supertype,0193 RHP-COA Ndnf Gaba_1,827,0.022
supertype,0230 Sst Gaba_17,822,0.022
supertype,0081 L2 IT PPP-APr Glut_2,821,0.022
supertype,1028 HB Calcb Chol_4,819,0.022
supertype,0034 L2/3 IT ENT Glut_2,807,0.022
supertype,0154 OB-in Frmd7 Gaba_5,806,0.022
supertype,0381 ACB-BST-FS D1 Gaba_1,803,0.021
supertype,0874 SCsg Gabrr2 Gaba_3,800,0.021
supertype,0823 PAG-RN Nkx2-2 Otx1 Gaba_1,794,0.021
supertype,0668 RE-Xi Nox4 Glut_1,793,0.021
supertype,1013 VCO Mafa Meis2 Glut_1,792,0.021
supertype,1091 MY Lhx1 Gly-Gaba_3,790,0.021
supertype,0343 MEA-BST Sox6 Gaba_7,787,0.021
supertype,0785 SCsg Pde5a Glut_1,780,0.021
supertype,0721 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,776,0.021
supertype,0347 MEA-BST Lhx6 Sp9 Gaba_1,773,0.021
supertype,0650 CM-IAD-CL-PCN Sema5b Glut_2,769,0.021
supertype,0101 CA2-FC-IG Glut_2,764,0.02
supertype,0409 BST Tac2 Gaba_1,763,0.02
supertype,0661 TH Prkcd Grin2c Glut_8,762,0.02
supertype,0231 Sst Gaba_18,759,0.02
supertype,0074 CA1-ProS Glut_6,753,0.02
supertype,0038 L2/3 IT ENT Glut_6,751,0.02
supertype,0237 STR Lhx8 Gaba_2,750,0.02
supertype,0383 ACB-BST-FS D1 Gaba_3,745,0.02
supertype,0318 LSX Prdm12 Slit2 Gaba_2,743,0.02
supertype,0129 NP PPP Glut_1,741,0.02
supertype,0530 SI-MA-LPO-LHA Skor1 Glut_1,740,0.02
supertype,0300 LSX Sall3 Pax6 Gaba_2,736,0.02
supertype,1137 SPVI-SPVC Sall3 Nfib Gly-Gaba_2,734,0.02
supertype,0951 NLL-SOC Spp1 Glut_2,732,0.02
supertype,0916 PB Evx2 Glut_3,729,0.019
supertype,0829 PRT Tcf7l2 Gaba_1,725,0.019
supertype,0487 DMH Hmx2 Gaba_1,723,0.019
supertype,0512 COAa-PAA-MEA Barhl2 Glut_4,719,0.019
supertype,0371 CEA-BST Six3 Cyp26b1 Gaba_5,718,0.019
supertype,1115 CBN Dmbx1 Gaba_1,717,0.019
supertype,0989 CU-ECU-SPVI Foxb1 Glut_2,714,0.019
supertype,0974 PGRN-PARN-MDRN Hoxb5 Glut_2,703,0.019
supertype,1044 CS-PRNr-PCG Tmem163 Otp Gaba_1,703,0.019
supertype,0119 L6 CT CTX Glut_6,700,0.019
supertype,1099 MV-SPIV-PRP Dmbx1 Gly-Gaba_1,699,0.019
supertype,0868 SC Tnnt1 Gli3 Gaba_2,699,0.019
supertype,0186 Sncg Gaba_2,696,0.019
supertype,0875 SCsg Gabrr2 Gaba_4,694,0.019
supertype,0330 LSX Prdm12 Zeb2 Gaba_5,693,0.019
supertype,0895 PB Lmx1a Glut_1,693,0.019
supertype,0848 SCm-PAG Cdh23 Gaba_1,688,0.018
supertype,0104 L6b EPd Glut_2,688,0.018
supertype,0376 CEA-AAA-BST Six3 Sp9 Gaba_4,684,0.018
supertype,0500 LGv-ZI Otx2 Gaba_5,683,0.018
supertype,1027 HB Calcb Chol_3,681,0.018
supertype,1050 LDT-DTN Gata3 Nfix Gaba_1,679,0.018
supertype,0067 ENTmv-PA-COAp Glut_2,678,0.018
supertype,0881 SNc-VTA-RAmb Foxa1 Dopa_2,677,0.018
supertype,0847 SC-PAG Lef1 Emx2 Gaba_5,676,0.018
supertype,0303 LSX Otx2 Gaba_3,676,0.018
supertype,0698 CUN Evx2 Lhx2 Glut_2,675,0.018
supertype,0308 LSX Nkx2-1 Gaba_3,674,0.018
supertype,0491 DMH Hmx2 Gaba_5,673,0.018
supertype,0405 MPO-ADP Lhx8 Gaba_4,671,0.018
supertype,0358 MEA-BST Lhx6 Nfib Gaba_2,666,0.018
supertype,0646 PVT-PT Ntrk1 Glut_4,665,0.018
supertype,0195 RHP-COA Ndnf Gaba_3,664,0.018
supertype,0869 SCs Lef1 Gli3 Gaba_1,664,0.018
supertype,0870 SCs Lef1 Gli3 Gaba_2,663,0.018
supertype,0768 SCiw Pitx2 Glut_2,662,0.018
supertype,0251 NDB-SI-MA-STRv Lhx8 Gaba_8,652,0.017
supertype,0157 OB-in Frmd7 Gaba_8,651,0.017
supertype,0525 LHA Barhl2 Glut_2,651,0.017
supertype,0170 OB-STR-CTX Inh IMN_5,649,0.017
supertype,0856 SCs Dmbx1 Gaba_5,645,0.017
supertype,0488 DMH Hmx2 Gaba_2,643,0.017
supertype,0202 Lamp5 Gaba_4,639,0.017
supertype,0257 GPe-SI Sox6 Cyp26b1 Gaba_1,636,0.017
supertype,0244 NDB-SI-MA-STRv Lhx8 Gaba_1,635,0.017
supertype,0718 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1,635,0.017
supertype,1097 MY Lhx1 Gly-Gaba_9,635,0.017
supertype,0053 L2 IT ENT-po Glut_3,634,0.017
supertype,0725 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8,631,0.017
supertype,0555 ARH-PVp Tbx3 Glut_2,629,0.017
supertype,1072 DTN-LDT-IPN Otp Pax3 Gaba_4,628,0.017
supertype,0834 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_1,627,0.017
supertype,0138 DG Glut_3,626,0.017
supertype,0357 MEA-BST Lhx6 Nfib Gaba_1,623,0.017
supertype,0564 VMH Fezf1 Glut_2,621,0.017
supertype,0511 COAa-PAA-MEA Barhl2 Glut_3,619,0.017
supertype,0811 IC Six3 En2 Gaba_5,618,0.017
supertype,0672 MG-POL-SGN Nts Glut_1,618,0.017
supertype,0704 PAG-MRN Pou3f1 Glut_1,615,0.016
supertype,0404 MPO-ADP Lhx8 Gaba_3,615,0.016
supertype,0321 LSX Prdm12 Slit2 Gaba_5,615,0.016
supertype,0720 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,614,0.016
supertype,0336 LSX Sall3 Lmo1 Gaba_6,612,0.016
supertype,0724 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7,612,0.016
supertype,0694 PAG Pou4f3 Glut_1,611,0.016
supertype,0950 NLL-SOC Spp1 Glut_1,610,0.016
supertype,0493 ARH-PVp Tbx3 Gaba_1,609,0.016
supertype,0681 MB-ant-ve Dmrta2 Glut_1,607,0.016
supertype,0867 SC Tnnt1 Gli3 Gaba_1,605,0.016
supertype,0134 OB Eomes Ms4a15 Glut_5,603,0.016
supertype,1081 POR Gata3 Gly-Gaba_1,602,0.016
supertype,0871 SCs Lef1 Gli3 Gaba_3,601,0.016
supertype,0921 PB Evx2 Glut_8,600,0.016
supertype,0250 NDB-SI-MA-STRv Lhx8 Gaba_7,598,0.016
supertype,0276 STR D2 Gaba_3,597,0.016
supertype,0431 RT-ZI Gnb3 Gaba_1,593,0.016
supertype,0880 SNc-VTA-RAmb Foxa1 Dopa_1,593,0.016
supertype,0442 PVHd-SBPV Six3 Prox1 Gaba_1,592,0.016
supertype,0289 STR-PAL Chst9 Gaba_5,592,0.016
supertype,0374 CEA-AAA-BST Six3 Sp9 Gaba_2,587,0.016
supertype,1132 NTS-PARN Neurod2 Gly-Gaba_3,582,0.016
supertype,0774 IC Tfap2d Maf Glut_5,581,0.016
supertype,0713 PRC-PAG Tcf7l2 Irx2 Glut_1,573,0.015
supertype,0552 DMH Hmx2 Glut_1,572,0.015
supertype,0461 ZI Pax6 Gaba_3,569,0.015
supertype,0190 Sncg Gaba_6,569,0.015
supertype,1017 SPVO Mafa Meis2 Glut_1,568,0.015
supertype,1168 Astro-OLF NN_3,567,0.015
supertype,0249 NDB-SI-MA-STRv Lhx8 Gaba_6,567,0.015
supertype,0320 LSX Prdm12 Slit2 Gaba_4,565,0.015
supertype,0132 OB Eomes Ms4a15 Glut_3,565,0.015
supertype,0926 PCG-PRNr Vsx2 Nkx6-1 Glut_2,563,0.015
supertype,0470 DMH-LHA Gsx1 Gaba_1,561,0.015
supertype,0915 PB Evx2 Glut_2,560,0.015
supertype,0565 VMH Fezf1 Glut_3,560,0.015
supertype,0425 BST-MPN Six3 Nrgn Gaba_6,559,0.015
supertype,0695 PAG Pou4f3 Glut_2,557,0.015
supertype,0779 CUN-PPN Evx2 Meis2 Glut_4,557,0.015
supertype,0620 PMd-LHA Foxb1 Glut_2,554,0.015
supertype,0508 MEA-COA-BMA Ccdc42 Glut_4,553,0.015
supertype,0664 TH Prkcd Grin2c Glut_11,553,0.015
supertype,0832 PRT Tcf7l2 Gaba_4,551,0.015
supertype,0414 PVR Six3 Sox3 Gaba_4,550,0.015
supertype,0735 PAG Pou4f1 Bnc2 Glut_1,549,0.015
supertype,0999 MV-SPIV Zic4 Neurod2 Glut_3,549,0.015
supertype,0338 MEA-BST Sox6 Gaba_2,548,0.015
supertype,0607 PMv-TMv Pitx2 Glut_3,547,0.015
supertype,1007 NTS Dbh Glut_4,546,0.015
supertype,0762 SCig Foxb1 Glut_3,545,0.015
supertype,0780 CUN-PPN Evx2 Meis2 Glut_5,541,0.014
supertype,0327 LSX Prdm12 Zeb2 Gaba_2,539,0.014
supertype,0253 NDB-SI-MA-STRv Lhx8 Gaba_10,538,0.014
supertype,0083 L2 IT PPP-APr Glut_4,538,0.014
supertype,1110 PAS-MV Ebf2 Gly-Gaba_2,537,0.014
supertype,0835 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_2,535,0.014
supertype,0943 PB-NTS Phox2b Ebf3 Lmx1b Glut_1,534,0.014
supertype,0959 NTS Phox2b Glut_1,534,0.014
supertype,0647 PVT-PT Ntrk1 Glut_5,528,0.014
supertype,0575 LHA-AHN-PVH Otp Trh Glut_2,526,0.014
supertype,0808 IC Six3 En2 Gaba_2,526,0.014
supertype,0546 MPN-MPO-PVpo Hmx2 Glut_1,523,0.014
supertype,0316 LSX Nkx2-1 Gaba_11,523,0.014
supertype,0422 BST-MPN Six3 Nrgn Gaba_3,522,0.014
supertype,0503 TRS-BAC Sln Glut_2,520,0.014
supertype,0456 AHN Onecut3 Gaba_1,518,0.014
supertype,0532 SI-MA-LPO-LHA Skor1 Glut_3,517,0.014
supertype,0591 PH-ant-LHA Otp Bsx Glut_1,515,0.014
supertype,0495 ARH-PVp Tbx3 Gaba_3,515,0.014
supertype,0537 SI-MA-LPO-LHA Skor1 Glut_8,514,0.014
supertype,1083 PRP Otp Gly-Gaba_1,514,0.014
supertype,0232 Sst Gaba_19,512,0.014
supertype,0624 PH-SUM Foxa1 Glut_3,510,0.014
supertype,1071 DTN-LDT-IPN Otp Pax3 Gaba_3,509,0.014
supertype,0261 PAL-STR Gaba-Chol_3,508,0.014
supertype,0189 Sncg Gaba_5,506,0.014
supertype,0407 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1,500,0.013
supertype,0497 LGv-ZI Otx2 Gaba_2,499,0.013
supertype,0799 MRN-VTN-PPN Pax5 Cdh23 Gaba_2,498,0.013
supertype,0825 PAG-RN Nkx2-2 Otx1 Gaba_3,494,0.013
supertype,0359 MEA-BST Lhx6 Nfib Gaba_3,494,0.013
supertype,0102 NLOT Rho Glut_1,488,0.013
supertype,1174 Tanycyte NN_3,487,0.013
supertype,0626 PH-SUM Foxa1 Glut_5,487,0.013
supertype,0587 PVH-SO-PVa Otp Glut_3,484,0.013
supertype,0736 PAG Pou4f1 Bnc2 Glut_2,481,0.013
supertype,0722 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,481,0.013
supertype,0432 RT-ZI Gnb3 Gaba_2,480,0.013
supertype,0248 NDB-SI-MA-STRv Lhx8 Gaba_5,477,0.013
supertype,0099 L5 PPP Glut_1,476,0.013
supertype,0373 CEA-AAA-BST Six3 Sp9 Gaba_1,476,0.013
supertype,0254 NDB-SI-MA-STRv Lhx8 Gaba_11,475,0.013
supertype,0579 AHN-RCH-LHA Otp Fezf1 Glut_1,474,0.013
supertype,0181 Vip Gaba_9,474,0.013
