cluster,AQ,CB,CTXsp,HPF,HY,Isocortex,MB,MY,OLF,P,PAL,STR,TH,V3,V4,VL,brain-unassigned,cbf,cm,eps,fiber tracts-unassigned,lfbs,mfbs,scwm
0202 MEA Slc17a7 Glut_2,0,0,2,0,5,0,0,0,3,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0
0203 MEA Slc17a7 Glut_2,0,0,7,1,15,0,0,0,0,0,28,45,0,0,0,3,0,0,1,0,4,0,7,0
0204 MEA Slc17a7 Glut_2,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0205 MEA Slc17a7 Glut_2,0,0,17,0,6,2,0,0,18,0,4,91,0,0,0,0,0,0,0,0,0,1,4,0
0206 MEA Slc17a7 Glut_2,0,0,1,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0207 MEA Slc17a7 Glut_2,0,0,0,0,1,0,0,0,5,0,2,6,0,0,0,0,0,0,0,0,0,0,1,0
0208 MEA Slc17a7 Glut_2,0,1,10,1,0,1,0,2,25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0209 MEA Slc17a7 Glut_2,0,0,1,0,0,0,0,0,10,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
0210 MEA Slc17a7 Glut_2,0,0,0,0,0,5,0,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0211 MEA Slc17a7 Glut_2,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
0212 MEA Slc17a7 Glut_2,0,0,2,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
0213 MEA Slc17a7 Glut_3,0,0,163,0,0,0,0,0,288,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0
0214 MEA Slc17a7 Glut_3,0,0,33,15,0,0,0,0,69,0,0,793,0,0,0,0,11,0,11,0,26,0,0,0
0215 COAp Grxcr2 Glut_1,0,0,115,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0216 COAp Grxcr2 Glut_2,0,0,75,2,0,2,0,0,737,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0217 COAp Grxcr2 Glut_2,0,0,46,21,0,2,0,0,2290,0,0,41,0,0,0,0,0,0,1,0,0,0,0,0
0218 COAp Grxcr2 Glut_2,0,0,0,3,0,0,0,0,90,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0219 COAp Grxcr2 Glut_2,0,0,87,0,0,0,0,0,850,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0220 COAp Grxcr2 Glut_2,0,0,14,4,0,0,0,0,756,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
0221 LA-BLA-BMA-PA Glut_1,0,0,274,1,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
0222 LA-BLA-BMA-PA Glut_1,0,0,167,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0223 LA-BLA-BMA-PA Glut_1,0,0,353,27,0,0,0,0,1,0,0,1,0,0,0,1,4,0,0,0,10,0,22,0
0224 LA-BLA-BMA-PA Glut_1,0,0,219,21,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0
0225 LA-BLA-BMA-PA Glut_1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0226 LA-BLA-BMA-PA Glut_1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0227 LA-BLA-BMA-PA Glut_1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0228 LA-BLA-BMA-PA Glut_1,0,0,64,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,2,0,7,0
0229 LA-BLA-BMA-PA Glut_1,0,0,675,1,0,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0230 LA-BLA-BMA-PA Glut_2,0,0,479,0,0,0,0,0,184,0,0,2,0,0,0,0,2,0,1,0,0,1,0,0
0231 LA-BLA-BMA-PA Glut_2,0,0,1372,21,0,0,0,0,72,0,0,0,0,0,0,8,17,0,0,0,1,0,23,0
0232 LA-BLA-BMA-PA Glut_2,0,0,42,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0233 LA-BLA-BMA-PA Glut_2,0,0,263,8,0,0,0,0,135,0,0,1,0,0,0,0,8,0,0,0,0,1,0,0
0234 LA-BLA-BMA-PA Glut_2,0,0,155,3,0,0,0,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0235 LA-BLA-BMA-PA Glut_2,0,0,221,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,2,0,2,0
0236 LA-BLA-BMA-PA Glut_3,0,0,336,0,0,0,0,0,1,0,0,21,0,0,0,6,0,0,0,0,0,0,9,0
0237 LA-BLA-BMA-PA Glut_3,0,0,1581,2,0,0,0,0,0,0,0,320,0,0,0,1,0,0,0,0,0,44,42,0
0238 LA-BLA-BMA-PA Glut_3,0,0,661,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,10,43,0
0239 LA-BLA-BMA-PA Glut_3,0,0,474,2,0,2,0,0,11,0,0,145,0,0,0,0,0,0,0,0,0,13,9,0
0240 LA-BLA-BMA-PA Glut_3,0,0,259,0,0,1,0,0,1,0,0,241,0,0,0,0,0,0,0,0,0,30,16,0
0241 LA-BLA-BMA-PA Glut_4,0,0,428,1,0,0,0,0,0,0,0,70,0,0,0,26,0,0,0,0,19,1,0,0
0242 LA-BLA-BMA-PA Glut_4,0,0,176,0,0,0,0,0,1,0,0,194,0,0,0,2,0,0,0,0,0,0,0,0
0243 LA-BLA-BMA-PA Glut_4,0,0,171,0,0,0,0,0,42,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
0244 LA-BLA-BMA-PA Glut_4,0,0,476,0,0,0,0,0,11,0,0,159,0,0,0,0,0,0,0,0,0,0,2,0
0245 LA-BLA-BMA-PA Glut_5,0,0,816,1,0,0,0,0,0,0,0,716,0,0,0,0,0,0,0,0,0,57,5,0
0246 LA-BLA-BMA-PA Glut_5,0,0,16,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0247 LA-BLA-BMA-PA Glut_5,0,0,36,2,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,2,0,0
0248 LA-BLA-BMA-PA Glut_5,0,0,88,25,0,0,0,0,6,0,0,7,0,0,0,0,1,0,0,0,0,1,0,0
0249 LA-BLA-BMA-PA Glut_6,0,0,122,0,0,0,0,0,0,0,0,23,0,0,0,2,0,0,0,0,0,3,0,0
0250 LA-BLA-BMA-PA Glut_6,0,0,12,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,1,0
0251 LA-BLA-BMA-PA Glut_6,0,0,564,0,0,0,0,0,2,0,0,4,0,0,0,4,0,0,0,0,0,2,70,0
0252 ENTmv-PA-COAp Glut_1,0,0,42,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0253 ENTmv-PA-COAp Glut_1,0,0,111,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0254 ENTmv-PA-COAp Glut_1,0,0,16,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0255 ENTmv-PA-COAp Glut_1,0,0,93,40,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0256 ENTmv-PA-COAp Glut_2,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0257 ENTmv-PA-COAp Glut_2,0,0,7,143,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0258 ENTmv-PA-COAp Glut_2,0,0,33,151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0259 ENTmv-PA-COAp Glut_3,0,0,26,96,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0260 ENTmv-PA-COAp Glut_3,0,0,34,69,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0261 CA1-ProS Glut_1,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0262 CA1-ProS Glut_1,0,0,2,19848,0,0,0,0,0,0,0,1,0,2,0,2,6,0,0,0,0,5,25,0
0263 CA1-ProS Glut_1,0,0,0,5534,0,1,0,0,1,0,0,0,0,2,0,1,4,0,0,0,0,0,4,0
0264 CA1-ProS Glut_1,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0265 CA1-ProS Glut_1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0266 CA1-ProS Glut_1,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0267 CA1-ProS Glut_1,0,0,0,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
0268 CA1-ProS Glut_1,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0269 CA1-ProS Glut_1,0,0,0,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0270 CA1-ProS Glut_1,0,0,1,571,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,8,0
0271 CA1-ProS Glut_2,0,0,2,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0272 CA1-ProS Glut_2,0,0,0,1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0273 CA1-ProS Glut_2,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0274 CA1-ProS Glut_2,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0275 CA1-ProS Glut_2,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0276 CA1-ProS Glut_2,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0277 CA1-ProS Glut_2,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0278 CA1-ProS Glut_3,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
0279 CA1-ProS Glut_3,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0280 CA1-ProS Glut_3,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0281 CA1-ProS Glut_3,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0282 CA1-ProS Glut_3,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0283 CA1-ProS Glut_3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0284 CA1-ProS Glut_4,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0285 CA1-ProS Glut_4,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0286 CA1-ProS Glut_4,0,0,0,1825,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0287 CA1-ProS Glut_4,0,0,2,1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0288 CA1-ProS Glut_4,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0289 CA1-ProS Glut_5,0,0,1,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0290 CA1-ProS Glut_5,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0291 CA1-ProS Glut_5,0,0,19,563,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,19,0
0292 CA1-ProS Glut_5,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0293 CA1-ProS Glut_6,0,0,0,997,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0294 CA1-ProS Glut_6,0,0,0,318,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0295 CA1-ProS Glut_6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0296 CA3 Glut_1,0,0,7,361,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,11,0
0297 CA3 Glut_1,0,0,0,969,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,1,4,0
0298 CA3 Glut_1,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0299 CA3 Glut_1,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0300 CA3 Glut_1,0,0,3,300,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0
0301 CA3 Glut_1,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
0302 CA3 Glut_2,0,0,57,62,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0
0303 CA3 Glut_2,0,0,58,259,0,0,2,0,0,0,0,31,0,0,0,0,2,0,0,0,1,8,3,0
0304 CA3 Glut_2,0,0,14,784,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,5,13,5,0
0305 CA3 Glut_2,0,0,5,367,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0
0306 CA3 Glut_2,0,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
0307 CA3 Glut_3,0,0,1,911,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,3,0
0308 CA3 Glut_3,0,0,18,671,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,7,6,15,0
0309 CA3 Glut_3,0,0,0,907,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0
0310 CA3 Glut_3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0311 CA3 Glut_3,0,0,2,637,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0
0312 CA3 Glut_3,0,0,14,141,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,15,0
0313 CA3 Glut_4,0,0,0,186,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0314 CA3 Glut_4,0,0,0,4032,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,6,0,9,0
0315 CA3 Glut_4,0,0,0,4898,0,0,0,0,0,0,0,0,7,0,0,0,11,0,3,0,2,0,45,0
0316 CA3 Glut_5,0,0,1,346,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,8,22,10,0
0317 CA3 Glut_5,0,0,0,1231,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0318 L2 IT PPP-APr Glut_1,0,0,0,116,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0319 L2 IT PPP-APr Glut_1,0,0,0,217,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0320 L2 IT PPP-APr Glut_1,0,0,0,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0321 L2 IT PPP-APr Glut_1,0,0,0,163,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0322 L2 IT PPP-APr Glut_2,0,0,0,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0323 L2 IT PPP-APr Glut_2,0,0,0,596,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0324 L2 IT PPP-APr Glut_2,0,0,0,279,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0325 L2 IT PPP-APr Glut_2,0,0,0,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0326 L2 IT PPP-APr Glut_3,0,0,0,396,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0327 L2 IT PPP-APr Glut_3,0,0,1,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0328 L2 IT PPP-APr Glut_4,0,0,0,385,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0329 L2/3 IT PPP Glut_1,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0330 L2/3 IT PPP Glut_1,0,0,0,1198,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0331 L2/3 IT PPP Glut_1,0,0,0,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0332 L2/3 IT PPP Glut_1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0333 L2/3 IT PPP Glut_2,0,0,1,987,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0334 L2/3 IT PPP Glut_2,0,0,0,944,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0335 L2/3 IT PPP Glut_2,0,0,0,7323,0,252,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0336 L2/3 IT PPP Glut_2,0,0,0,1463,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0337 L2/3 IT PPP Glut_3,0,0,0,919,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0338 L2/3 IT PPP Glut_3,0,0,0,1443,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0339 L2/3 IT PPP Glut_3,0,0,0,1683,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0340 L2/3 IT PPP Glut_3,0,0,0,878,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0341 L2/3 IT PPP Glut_3,0,0,0,143,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0342 L2/3 IT RSP Glut_1,0,0,1,47,0,6373,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0343 L2/3 IT RSP Glut_2,0,0,6,624,0,22019,57,0,1,0,0,0,0,0,0,0,2,0,0,0,0,147,4,0
0344 L2/3 IT RSP Glut_2,0,0,2,25,0,420,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0345 L2/3 IT RSP Glut_2,0,0,0,12,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0346 L2/3 IT RSP Glut_2,0,0,0,170,0,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0347 L4 RSP-ACA Glut_1,0,0,0,12,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0348 L4 RSP-ACA Glut_1,0,0,0,35,0,3812,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
0349 L5 ET CTX Glut_1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0350 L5 ET CTX Glut_1,0,0,0,0,0,249,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0351 L5 ET CTX Glut_1,0,0,0,0,0,922,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0352 L5 ET CTX Glut_1,0,0,0,1,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0353 L5 ET CTX Glut_1,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0354 L5 ET CTX Glut_1,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0355 L5 ET CTX Glut_1,0,0,0,0,0,1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0356 L5 ET CTX Glut_1,0,0,0,0,0,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0357 L5 ET CTX Glut_1,0,0,0,1,0,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0358 L5 ET CTX Glut_1,0,0,0,0,0,1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0359 L5 ET CTX Glut_2,0,0,0,1,0,998,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0360 L5 ET CTX Glut_2,0,0,0,0,0,650,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0361 L5 ET CTX Glut_2,0,0,0,0,0,894,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0362 L5 ET CTX Glut_2,0,0,0,1,0,281,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0363 L5 ET CTX Glut_2,0,0,0,0,0,317,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0364 L5 ET CTX Glut_2,0,0,0,0,0,3739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0365 L5 ET CTX Glut_3,0,0,0,4,0,1191,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0366 L5 ET CTX Glut_3,0,0,0,0,0,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0367 L5 ET CTX Glut_3,0,0,0,1,0,275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0368 L5 ET CTX Glut_3,0,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0369 L5 ET CTX Glut_3,0,0,0,1,0,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0370 L5 ET CTX Glut_4,0,0,0,2,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0371 L5 ET CTX Glut_4,0,0,0,0,0,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0372 L5 ET CTX Glut_4,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0373 L5 ET CTX Glut_4,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0374 L5 ET CTX Glut_4,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0375 L5 ET CTX Glut_5,0,0,0,10,0,1957,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0376 L5 ET CTX Glut_5,0,0,0,1,0,706,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0377 L5 ET CTX Glut_5,0,0,0,1,0,924,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0378 L5 ET CTX Glut_5,0,0,0,2,0,888,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0379 L5 ET CTX Glut_6,0,0,0,31,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0380 L5 ET CTX Glut_6,0,0,0,93,0,294,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
0381 L5 ET CTX Glut_6,0,0,0,18,0,2709,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0
0382 L5 ET CTX Glut_6,0,0,0,4,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0383 SUB-ProS Glut_1,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0384 SUB-ProS Glut_1,0,0,0,1423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0
0385 SUB-ProS Glut_1,0,0,0,250,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0386 SUB-ProS Glut_1,0,0,0,1430,0,44,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,39,0
0387 SUB-ProS Glut_1,0,0,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0388 SUB-ProS Glut_2,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0
0389 SUB-ProS Glut_2,0,0,5,475,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,20,31,0
0390 SUB-ProS Glut_2,0,0,0,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0
0391 SUB-ProS Glut_2,0,0,112,440,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0
0392 SUB-ProS Glut_2,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0393 SUB-ProS Glut_2,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0394 SUB-ProS Glut_3,0,0,0,1079,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,47,0
0395 SUB-ProS Glut_3,0,0,0,317,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0
0396 SUB-ProS Glut_3,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0397 SUB-ProS Glut_3,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0398 L5 PPP Glut_1,0,0,0,599,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
0399 CA2-FC-IG Glut_1,0,0,0,1791,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0
0400 CA2-FC-IG Glut_2,0,0,0,154,0,147,0,0,156,0,0,30,0,1,0,0,12,0,0,0,0,148,22,0
0401 CA2-FC-IG Glut_2,0,0,0,635,0,76,0,0,21,0,0,7,0,11,0,15,53,0,0,0,0,137,124,0
0402 NLOT Rho Glut_1,0,0,32,0,0,0,0,0,736,0,0,358,0,0,0,0,0,0,0,0,0,0,6,0
0403 L6b EPd Glut_1,0,0,11,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0404 L6b EPd Glut_1,0,0,4,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
0405 L6b EPd Glut_2,0,0,120,1,0,16,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,19,11,0
0406 L6b EPd Glut_2,0,0,279,0,0,8,0,0,9,0,0,22,0,0,0,0,0,0,0,0,0,18,14,0
0407 L6b EPd Glut_3,0,0,221,12,0,19,0,0,18,0,0,3,0,0,0,0,0,0,0,0,0,28,24,0
0408 L6b EPd Glut_3,0,0,518,4,0,7,0,0,31,0,0,29,0,0,0,0,0,0,0,0,0,21,23,0
0409 L6b EPd Glut_3,0,0,89,6,0,0,0,0,17,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0
0410 L6b/CT ENT Glut_1,0,0,60,773,0,2,0,0,12,0,0,0,0,0,0,1,2,0,0,0,0,25,17,1
0411 L6b/CT ENT Glut_1,0,0,9,169,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0
